Sweep (V)@Temporary,Measure (A)@Temporary
 0.00000E+0, 3.93154E-6
 2.50000E-4, 3.93154E-6
 5.00000E-4, 3.93154E-6
 7.50000E-4, 3.93154E-6
 1.00000E-3, 3.93154E-6
 1.25000E-3, 3.93154E-6
 1.50000E-3, 4.24386E-6
 1.75000E-3, 3.93154E-6
 2.00000E-3, 3.93154E-6
 2.25000E-3, 4.24386E-6
 2.50000E-3, 3.93154E-6
 2.75000E-3, 4.24386E-6
 3.00000E-3, 4.24386E-6
 3.25000E-3, 4.24386E-6
 3.50000E-3, 4.55618E-6
 3.75000E-3, 4.86850E-6
 4.00000E-3, 4.55618E-6
 4.25000E-3, 4.55618E-6
 4.50000E-3, 4.55618E-6
 4.75000E-3, 4.86850E-6
 5.00000E-3, 5.18082E-6
 5.25000E-3, 5.49314E-6
 5.50000E-3, 5.18082E-6
 5.75000E-3, 5.18082E-6
 6.00000E-3, 5.18082E-6
 6.25000E-3, 5.49314E-6
 6.50000E-3, 5.49314E-6
 6.75000E-3, 5.49314E-6
 7.00000E-3, 5.49314E-6
 7.25000E-3, 5.49314E-6
 7.50000E-3, 5.49314E-6
 7.75000E-3, 5.49314E-6
 8.00000E-3, 5.49314E-6
 8.25000E-3, 5.49314E-6
 8.50000E-3, 5.49314E-6
 8.75000E-3, 5.49314E-6
 9.00000E-3, 5.49314E-6
 9.25000E-3, 5.49314E-6
 9.50000E-3, 5.49314E-6
 9.75000E-3, 5.49314E-6
 1.00000E-2, 5.49314E-6
 1.02500E-2, 5.49314E-6
 1.05000E-2, 5.49314E-6
 1.07500E-2, 5.49314E-6
 1.10000E-2, 5.49314E-6
 1.12500E-2, 5.49314E-6
 1.15000E-2, 5.49314E-6
 1.17500E-2, 5.49314E-6
 1.20000E-2, 5.49314E-6
 1.22500E-2, 5.49314E-6
 1.25000E-2, 5.49314E-6
 1.27500E-2, 5.49314E-6
 1.30000E-2, 5.49314E-6
 1.32500E-2, 5.80546E-6
 1.35000E-2, 5.49314E-6
 1.37500E-2, 5.49314E-6
 1.40000E-2, 5.49314E-6
 1.42500E-2, 5.80546E-6
 1.45000E-2, 6.74242E-6
 1.47500E-2, 5.80546E-6
 1.50000E-2, 7.67938E-6
 1.52500E-2, 7.67938E-6
 1.55000E-2, 7.05474E-6
 1.57500E-2, 7.05474E-6
 1.60000E-2, 7.36706E-6
 1.62500E-2, 8.30402E-6
 1.65000E-2, 7.99170E-6
 1.67500E-2, 8.61634E-6
 1.70000E-2, 7.99170E-6
 1.72500E-2, 7.67938E-6
 1.75000E-2, 8.61634E-6
 1.77500E-2, 8.61634E-6
 1.80000E-2, 8.61634E-6
 1.82500E-2, 8.61634E-6
 1.85000E-2, 8.61634E-6
 1.87500E-2, 8.61634E-6
 1.90000E-2, 8.61634E-6
 1.92500E-2, 8.61634E-6
 1.95000E-2, 8.61634E-6
 1.97500E-2, 8.61634E-6
 2.00000E-2, 8.61634E-6
 2.02500E-2, 8.61634E-6
 2.05000E-2, 8.61634E-6
 2.07500E-2, 8.61634E-6
 2.10000E-2, 8.61634E-6
 2.12500E-2, 8.61634E-6
 2.15000E-2, 8.61634E-6
 2.17500E-2, 8.61634E-6
 2.20000E-2, 8.61634E-6
 2.22500E-2, 9.24098E-6
 2.25000E-2, 9.86563E-6
 2.27500E-2, 9.55331E-6
 2.30000E-2, 9.86563E-6
 2.32500E-2, 9.86563E-6
 2.35000E-2, 9.86563E-6
 2.37500E-2, 1.01779E-5
 2.40000E-2, 1.01779E-5
 2.42500E-2, 1.01779E-5
 2.45000E-2, 1.01779E-5
 2.47500E-2, 1.01779E-5
 2.50000E-2, 1.01779E-5
 2.52500E-2, 1.01779E-5
 2.55000E-2, 1.01779E-5
 2.57500E-2, 1.01779E-5
 2.60000E-2, 1.01779E-5
 2.62500E-2, 1.01779E-5
 2.65000E-2, 1.01779E-5
 2.67500E-2, 1.01779E-5
 2.70000E-2, 1.01779E-5
 2.72500E-2, 1.01779E-5
 2.75000E-2, 1.01779E-5
 2.77500E-2, 1.01779E-5
 2.80000E-2, 1.01779E-5
 2.82500E-2, 1.01779E-5
