Sweep (V)@Temporary,Measure (A)@Temporary
 0.00000E+0, 3.90628E-4
 1.20000E-2, 3.90628E-4
 2.40000E-2, 3.90628E-4
 3.60000E-2, 3.90628E-4
 4.80000E-2, 3.90628E-4
 6.00000E-2, 3.90628E-4
 7.20000E-2, 3.90628E-4
 8.40000E-2, 3.90628E-4
 9.60000E-2, 3.90628E-4
 1.08000E-1, 3.90628E-4
 1.20000E-1, 3.90628E-4
 1.32000E-1, 3.90628E-4
 1.44000E-1, 3.90628E-4
 1.56000E-1, 3.90628E-4
 1.68000E-1, 3.90628E-4
 1.80000E-1, 3.90628E-4
 1.92000E-1, 3.90628E-4
 2.04000E-1, 3.90628E-4
 2.16000E-1, 3.90628E-4
 2.28000E-1, 3.90628E-4
 2.40000E-1, 3.90628E-4
 2.52000E-1, 3.90628E-4
 2.64000E-1, 3.90628E-4
 2.76000E-1, 3.90628E-4
 2.88000E-1, 3.90628E-4
 3.00000E-1, 3.90628E-4
 3.12000E-1, 3.90628E-4
 3.24000E-1, 3.90628E-4
 3.36000E-1, 3.90628E-4
 3.48000E-1, 3.90628E-4
 3.60000E-1, 3.90628E-4
 3.72000E-1, 3.90628E-4
 3.84000E-1, 3.90628E-4
 3.96000E-1, 3.90628E-4
 4.08000E-1, 3.90628E-4
 4.20000E-1, 3.90628E-4
 4.32000E-1, 3.90628E-4
 4.44000E-1, 3.90628E-4
 4.56000E-1, 3.90628E-4
 4.68000E-1, 3.90628E-4
 4.80000E-1, 3.90628E-4
 4.92000E-1, 3.90628E-4
 5.04000E-1, 3.90628E-4
 5.16000E-1, 3.90628E-4
 5.28000E-1, 3.90628E-4
 5.40000E-1, 3.90628E-4
 5.52000E-1, 3.90628E-4
 5.64000E-1, 3.90628E-4
 5.76000E-1, 3.90628E-4
 5.88000E-1, 3.90628E-4
 6.00000E-1, 3.90628E-4
 6.12000E-1, 3.90628E-4
 6.24000E-1, 3.90628E-4
 6.36000E-1, 3.90628E-4
 6.48000E-1, 3.90628E-4
 6.60000E-1, 3.90628E-4
 6.72000E-1, 3.90628E-4
 6.84000E-1, 3.90628E-4
 6.96000E-1, 3.90628E-4
 7.08000E-1, 3.90628E-4
 7.20000E-1, 3.90628E-4
 7.32000E-1, 3.90628E-4
 7.44000E-1, 3.90628E-4
 7.56000E-1, 3.90628E-4
 7.68000E-1, 3.90628E-4
 7.80000E-1, 3.90628E-4
 7.92000E-1, 3.90628E-4
 8.04000E-1, 3.90628E-4
 8.16000E-1, 3.90628E-4
 8.28000E-1, 3.90628E-4
 8.40000E-1, 3.90628E-4
 8.52000E-1, 3.90628E-4
 8.64000E-1, 3.90628E-4
 8.76000E-1, 3.90628E-4
 8.88000E-1, 3.90628E-4
 9.00000E-1, 3.90628E-4
 9.12000E-1, 3.90628E-4
 9.24000E-1, 3.90628E-4
 9.36000E-1, 3.90628E-4
 9.48000E-1, 3.90628E-4
 9.60000E-1, 3.90628E-4
 9.72000E-1, 3.90628E-4
 9.84000E-1, 3.90628E-4
 9.96000E-1, 3.90628E-4
 1.00800E+0, 3.90628E-4
 1.02000E+0, 3.90628E-4
 1.03200E+0, 3.90628E-4
 1.04400E+0, 3.90628E-4
 1.05600E+0, 3.90628E-4
 1.06800E+0, 3.90628E-4
 1.08000E+0, 3.90628E-4
 1.09200E+0, 3.90628E-4
 1.10400E+0, 3.90628E-4
 1.11600E+0, 3.90628E-4
 1.12800E+0, 3.90628E-4
 1.14000E+0, 3.90628E-4
 1.15200E+0, 3.90628E-4
 1.16400E+0, 3.90628E-4
 1.17600E+0, 3.90628E-4
 1.18800E+0, 3.90628E-4
 1.20000E+0, 3.90628E-4
 1.21200E+0, 3.90628E-4
 1.22400E+0, 3.90628E-4
 1.23600E+0, 3.90628E-4
 1.24800E+0, 3.90628E-4
 1.26000E+0, 3.90628E-4
 1.27200E+0, 3.90628E-4
 1.28400E+0, 3.90628E-4
 1.29600E+0, 3.90628E-4
 1.30800E+0, 3.90628E-4
 1.32000E+0, 3.90628E-4
 1.33200E+0, 3.90628E-4
 1.34400E+0, 3.90628E-4
 1.35600E+0, 3.90628E-4
 1.36800E+0, 3.90628E-4
 1.38000E+0, 3.90628E-4
 1.39200E+0, 3.90628E-4
 1.40400E+0, 3.90628E-4
 1.41600E+0, 3.90628E-4
 1.42800E+0, 3.90628E-4
 1.44000E+0, 3.90628E-4
 1.45200E+0, 3.90628E-4
 1.46400E+0, 3.90628E-4
 1.47600E+0, 3.90628E-4
 1.48800E+0, 3.90628E-4
 1.50000E+0, 3.90628E-4
 1.51200E+0, 3.90628E-4
 1.52400E+0, 3.90628E-4
 1.53600E+0, 3.90628E-4
 1.54800E+0, 3.90628E-4
 1.56000E+0, 3.90628E-4
 1.57200E+0, 3.90628E-4
 1.58400E+0, 3.90628E-4
 1.59600E+0, 3.90628E-4
 1.60800E+0, 3.90628E-4
 1.62000E+0, 3.90628E-4
