Sweep (V)@Temporary,Measure (A)@Temporary
 0.00000E+0, 3.92415E-5
 1.10000E-2, 3.92415E-5
 2.20000E-2, 3.92415E-5
 3.30000E-2, 3.92415E-5
 4.40000E-2, 3.92415E-5
 5.50000E-2, 3.92415E-5
 6.60000E-2, 3.92415E-5
 7.70000E-2, 3.92415E-5
 8.80000E-2, 3.92415E-5
 9.90000E-2, 3.92415E-5
 1.10000E-1, 3.92415E-5
 1.21000E-1, 3.92415E-5
 1.32000E-1, 3.92415E-5
 1.43000E-1, 3.92415E-5
 1.54000E-1, 3.92415E-5
 1.65000E-1, 3.92415E-5
 1.76000E-1, 3.92415E-5
 1.87000E-1, 3.92415E-5
 1.98000E-1, 3.92415E-5
 2.09000E-1, 3.92415E-5
 2.20000E-1, 3.92415E-5
 2.31000E-1, 3.92415E-5
 2.42000E-1, 3.92415E-5
 2.53000E-1, 3.92415E-5
 2.64000E-1, 3.92415E-5
 2.75000E-1, 3.92415E-5
 2.86000E-1, 3.92415E-5
 2.97000E-1, 3.92415E-5
 3.08000E-1, 3.92415E-5
 3.19000E-1, 3.92415E-5
 3.30000E-1, 3.92415E-5
 3.41000E-1, 3.92415E-5
 3.52000E-1, 3.92415E-5
 3.63000E-1, 3.92415E-5
 3.74000E-1, 3.92415E-5
 3.85000E-1, 3.92415E-5
 3.96000E-1, 3.92415E-5
 4.07000E-1, 3.92415E-5
 4.18000E-1, 3.92415E-5
 4.29000E-1, 3.92415E-5
 4.40000E-1, 3.92415E-5
 4.51000E-1, 5.48577E-5
 4.62000E-1, 3.92415E-5
 4.73000E-1, 3.92415E-5
 4.84000E-1, 3.92415E-5
 4.95000E-1, 3.92415E-5
 5.06000E-1, 3.92415E-5
 5.17000E-1, 3.92415E-5
 5.28000E-1, 3.92415E-5
 5.39000E-1, 3.92415E-5
 5.50000E-1, 3.92415E-5
 5.61000E-1, 3.92415E-5
 5.72000E-1, 3.92415E-5
 5.83000E-1, 3.92415E-5
 5.94000E-1, 3.92415E-5
 6.05000E-1, 3.92415E-5
 6.16000E-1, 3.92415E-5
 6.27000E-1, 5.48577E-5
 6.38000E-1, 5.48577E-5
 6.49000E-1, 3.92415E-5
 6.60000E-1, 5.48577E-5
 6.71000E-1, 3.92415E-5
 6.82000E-1, 3.92415E-5
 6.93000E-1, 5.48577E-5
 7.04000E-1, 5.48577E-5
 7.15000E-1, 3.92415E-5
 7.26000E-1, 3.92415E-5
 7.37000E-1, 3.92415E-5
 7.48000E-1, 3.92415E-5
 7.59000E-1, 3.92415E-5
 7.70000E-1, 5.48577E-5
 7.81000E-1, 5.48577E-5
 7.92000E-1, 3.92415E-5
 8.03000E-1, 3.92415E-5
 8.14000E-1, 5.48577E-5
 8.25000E-1, 3.92415E-5
 8.36000E-1, 3.92415E-5
 8.47000E-1, 5.48577E-5
 8.58000E-1, 5.48577E-5
 8.69000E-1, 5.48577E-5
 8.80000E-1, 5.48577E-5
 8.91000E-1, 5.48577E-5
 9.02000E-1, 7.04739E-5
 9.13000E-1, 3.92415E-5
 9.24000E-1, 5.48577E-5
 9.35000E-1, 3.92415E-5
 9.46000E-1, 7.04739E-5
 9.57000E-1, 5.48577E-5
 9.68000E-1, 7.04739E-5
 9.79000E-1, 7.04739E-5
 9.90000E-1, 7.04739E-5
 1.00100E+0, 7.04739E-5
 1.01200E+0, 5.48577E-5
 1.02300E+0, 7.04739E-5
 1.03400E+0, 3.92415E-5
 1.04500E+0, 5.48577E-5
