Sweep (V)@Temporary,Measure (A)@Temporary
 0.00000E+0, 5.45762E-7
 2.20000E-3, 1.17048E-6
 4.40000E-3, 1.32666E-6
 6.60000E-3, 1.51408E-6
 8.80000E-3, 1.79520E-6
 1.10000E-2, 1.95138E-6
 1.32000E-2, 2.10756E-6
 1.54000E-2, 2.41992E-6
 1.76000E-2, 2.57610E-6
 1.98000E-2, 2.57610E-6
 2.20000E-2, 2.73228E-6
 2.42000E-2, 2.91970E-6
 2.64000E-2, 3.04464E-6
 2.86000E-2, 3.20082E-6
 3.08000E-2, 3.20082E-6
 3.30000E-2, 3.35701E-6
 3.52000E-2, 3.35701E-6
 3.74000E-2, 3.57566E-6
 3.96000E-2, 3.66937E-6
 4.18000E-2, 3.66937E-6
 4.40000E-2, 3.82555E-6
 4.62000E-2, 3.82555E-6
 4.84000E-2, 3.82555E-6
 5.06000E-2, 3.95049E-6
 5.28000E-2, 3.98173E-6
 5.50000E-2, 4.04420E-6
 5.72000E-2, 4.10667E-6
 5.94000E-2, 4.26285E-6
 6.16000E-2, 4.29409E-6
 6.38000E-2, 4.29409E-6
 6.60000E-2, 4.29409E-6
 6.82000E-2, 4.35656E-6
 7.04000E-2, 4.45027E-6
 7.26000E-2, 4.45027E-6
 7.48000E-2, 4.45027E-6
 7.70000E-2, 4.45027E-6
 7.92000E-2, 4.45027E-6
 8.14000E-2, 4.57521E-6
 8.36000E-2, 4.60645E-6
 8.58000E-2, 4.60645E-6
 8.80000E-2, 4.60645E-6
 9.02000E-2, 4.63768E-6
 9.24000E-2, 4.79386E-6
 9.46000E-2, 4.82510E-6
 9.68000E-2, 4.88757E-6
 9.90000E-2, 4.91881E-6
 1.01200E-1, 4.91881E-6
 1.03400E-1, 4.91881E-6
 1.05600E-1, 4.91881E-6
 1.07800E-1, 4.91881E-6
 1.10000E-1, 4.91881E-6
 1.12200E-1, 5.07499E-6
 1.14400E-1, 5.07499E-6
 1.16600E-1, 5.07499E-6
 1.18800E-1, 5.07499E-6
 1.21000E-1, 5.07499E-6
 1.23200E-1, 5.07499E-6
 1.25400E-1, 5.07499E-6
