Sweep (V)@Temporary,Measure (A)@Temporary
 4.02000E-1, 7.28555E-6
 4.03200E-1, 7.29180E-6
 4.04400E-1, 7.30117E-6
 4.05600E-1, 7.30742E-6
 4.06800E-1, 7.31679E-6
 4.08000E-1, 7.33241E-6
 4.09200E-1, 7.35115E-6
 4.10400E-1, 7.36365E-6
 4.11600E-1, 7.36989E-6
 4.12800E-1, 7.37927E-6
 4.14000E-1, 7.38864E-6
 4.15200E-1, 7.39488E-6
 4.16400E-1, 7.41363E-6
 4.17600E-1, 7.42612E-6
 4.18800E-1, 7.44174E-6
 4.20000E-1, 7.45736E-6
 4.21200E-1, 7.45736E-6
 4.22400E-1, 7.46986E-6
 4.23600E-1, 7.47923E-6
 4.24800E-1, 7.49173E-6
 4.26000E-1, 7.51672E-6
 4.27200E-1, 7.51984E-6
 4.28400E-1, 7.53546E-6
 4.29600E-1, 7.53546E-6
 4.30800E-1, 7.55108E-6
 4.32000E-1, 7.55733E-6
 4.33200E-1, 7.57607E-6
 4.34400E-1, 7.59794E-6
 4.35600E-1, 7.59794E-6
 4.36800E-1, 7.61356E-6
 4.38000E-1, 7.61981E-6
 4.39200E-1, 7.62918E-6
 4.40400E-1, 7.63855E-6
 4.41600E-1, 7.65105E-6
 4.42800E-1, 7.67604E-6
 4.44000E-1, 7.67604E-6
 4.45200E-1, 7.69166E-6
 4.46400E-1, 7.69790E-6
 4.47600E-1, 7.70728E-6
 4.48800E-1, 7.72289E-6
 4.50000E-1, 7.72289E-6
 4.51200E-1, 7.75413E-6
 4.52400E-1, 7.76663E-6
 4.53600E-1, 7.77288E-6
 4.54800E-1, 7.78537E-6
 4.56000E-1, 7.78537E-6
 4.57200E-1, 7.80099E-6
 4.58400E-1, 7.82286E-6
 4.59600E-1, 7.83536E-6
 4.60800E-1, 7.84785E-6
 4.62000E-1, 7.85722E-6
 4.63200E-1, 7.86347E-6
 4.64400E-1, 7.87284E-6
 4.65600E-1, 7.87909E-6
 4.66800E-1, 7.90721E-6
 4.68000E-1, 7.91658E-6
 4.69200E-1, 7.92595E-6
 4.70400E-1, 7.94157E-6
 4.71600E-1, 7.94157E-6
 4.72800E-1, 7.95719E-6
 4.74000E-1, 7.95719E-6
 4.75200E-1, 7.98218E-6
 4.76400E-1, 8.00092E-6
 4.77600E-1, 8.00405E-6
 4.78800E-1, 8.01967E-6
 4.80000E-1, 8.01967E-6
 4.81200E-1, 8.03529E-6
 4.82400E-1, 8.04466E-6
 4.83600E-1, 8.06340E-6
 4.84800E-1, 8.08214E-6
 4.86000E-1, 8.09776E-6
 4.87200E-1, 8.09776E-6
 4.88400E-1, 8.11338E-6
 4.89600E-1, 8.11651E-6
 4.90800E-1, 8.12900E-6
 4.92000E-1, 8.15399E-6
 4.93200E-1, 8.16024E-6
 4.94400E-1, 8.17586E-6
 4.95600E-1, 8.18211E-6
 4.96800E-1, 8.19148E-6
 4.98000E-1, 8.20710E-6
 4.99200E-1, 8.21022E-6
 5.00400E-1, 8.23834E-6
 5.01600E-1, 8.25396E-6
 5.02800E-1, 8.25708E-6
 5.04000E-1, 8.26958E-6
 5.05200E-1, 8.26958E-6
 5.06400E-1, 8.28520E-6
 5.07600E-1, 8.29457E-6
 5.08800E-1, 8.31644E-6
 5.10000E-1, 8.33206E-6
 5.11200E-1, 8.34455E-6
 5.12400E-1, 8.34768E-6
 5.13600E-1, 8.35705E-6
 5.14800E-1, 8.36330E-6
 5.16000E-1, 8.37892E-6
 5.17200E-1, 8.40703E-6
 5.18400E-1, 8.41015E-6
